flow_id,session_id,src_ip,dst_ip,src_port,dst_port,protocol,start_ts,end_ts,bytes_sent,bytes_received,packets_sent,packets_received,flow_direction,app_protocol,entropy_score
sess-0178-flow-4,sess-0178,192.168.250.205,147.47.196.199,48974,5903,TCP,2025-09-19T12:17:36,2025-09-19T12:50:06,252525,218487,9782,3855,egress,VNC,0.6862305918689755
sess-0179-flow-0,sess-0179,192.168.13.164,144.254.115.90,57049,5900,TCP,2025-08-21T13:24:02,2025-08-21T13:49:55,202322,209472,4654,869,egress,VNC,0.7855940273016188
sess-0179-flow-1,sess-0179,192.168.13.164,144.254.115.90,14172,5900,TCP,2025-08-21T13:24:02,2025-08-21T13:49:55,202322,209472,4084,4940,egress,VNC,0.34325282982031535
sess-0180-flow-0,sess-0180,10.194.168.78,107.224.9.128,20389,5902,TCP,2025-09-17T19:59:19,2025-09-17T20:35:52,7593,8719,3139,4985,egress,VNC,0.840785471686744
sess-0180-flow-1,sess-0180,10.194.168.78,107.224.9.128,50778,5903,TCP,2025-09-17T19:59:19,2025-09-17T20:35:52,7593,8719,7519,1482,egress,VNC,0.7543928433013165
sess-0180-flow-2,sess-0180,10.194.168.78,107.224.9.128,46446,5904,TCP,2025-09-17T19:59:19,2025-09-17T20:35:52,7593,8719,2587,1408,egress,VNC,0.9155732011950382
sess-0180-flow-3,sess-0180,10.194.168.78,107.224.9.128,50865,5904,TCP,2025-09-17T19:59:19,2025-09-17T20:35:52,7593,8719,8599,1746,egress,VNC,0.5670929905363546
sess-0180-flow-4,sess-0180,10.194.168.78,107.224.9.128,62319,5901,TCP,2025-09-17T19:59:19,2025-09-17T20:35:52,7593,8719,1291,2184,egress,VNC,0.7293197521088051
sess-0180-flow-5,sess-0180,10.194.168.78,107.224.9.128,15731,5901,TCP,2025-09-17T19:59:19,2025-09-17T20:35:52,7593,8719,6913,1824,egress,VNC,0.7505579895842615
sess-0180-flow-6,sess-0180,10.194.168.78,107.224.9.128,17941,5903,TCP,2025-09-17T19:59:19,2025-09-17T20:35:52,7593,8719,6610,1257,egress,VNC,0.9375266715824333
sess-0180-flow-7,sess-0180,10.194.168.78,107.224.9.128,2261,5901,TCP,2025-09-17T19:59:19,2025-09-17T20:35:52,7593,8719,4936,4168,egress,VNC,0.6297581250587858
sess-0181-flow-0,sess-0181,10.104.100.125,62.46.200.169,34251,5901,TCP,2025-08-26T02:03:17,2025-08-26T02:37:50,19924,21357,219,4818,egress,VNC,0.48186193100055974
sess-0181-flow-1,sess-0181,10.104.100.125,62.46.200.169,9533,5901,TCP,2025-08-26T02:03:17,2025-08-26T02:37:50,19924,21357,6398,917,egress,VNC,0.5416155936343399
sess-0181-flow-2,sess-0181,10.104.100.125,62.46.200.169,42377,5900,TCP,2025-08-26T02:03:17,2025-08-26T02:37:50,19924,21357,5478,3278,egress,VNC,0.7921110395969138
sess-0181-flow-3,sess-0181,10.104.100.125,62.46.200.169,4434,5900,TCP,2025-08-26T02:03:17,2025-08-26T02:37:50,19924,21357,4192,2317,egress,VNC,0.706516663799355
sess-0181-flow-4,sess-0181,10.104.100.125,62.46.200.169,61221,5902,TCP,2025-08-26T02:03:17,2025-08-26T02:37:50,19924,21357,4097,1881,egress,VNC,0.6313438019745536
sess-0181-flow-5,sess-0181,10.104.100.125,62.46.200.169,6641,5900,TCP,2025-08-26T02:03:17,2025-08-26T02:37:50,19924,21357,4007,2914,egress,VNC,0.5508535355905565
sess-0181-flow-6,sess-0181,10.104.100.125,62.46.200.169,50851,5903,TCP,2025-08-26T02:03:17,2025-08-26T02:37:50,19924,21357,5449,4561,egress,VNC,0.9260523903295619
sess-0182-flow-0,sess-0182,192.168.192.239,43.21.107.189,7840,5904,TCP,2025-08-23T18:34:48,2025-08-23T19:09:57,36681,40173,7192,1034,egress,VNC,0.8226629474517928
sess-0182-flow-1,sess-0182,192.168.192.239,43.21.107.189,34409,5901,TCP,2025-08-23T18:34:48,2025-08-23T19:09:57,36681,40173,8360,3474,egress,VNC,0.5025330259377341
sess-0182-flow-2,sess-0182,192.168.192.239,43.21.107.189,27998,5904,TCP,2025-08-23T18:34:48,2025-08-23T19:09:57,36681,40173,8477,4873,egress,VNC,0.8037674912618975
sess-0182-flow-3,sess-0182,192.168.192.239,43.21.107.189,15994,5900,TCP,2025-08-23T18:34:48,2025-08-23T19:09:57,36681,40173,3179,185,egress,VNC,0.9185576967559017
sess-0183-flow-0,sess-0183,172.23.227.124,126.152.212.225,22467,5900,TCP,2025-09-15T15:09:18,2025-09-15T15:31:27,279777,286065,1289,947,egress,VNC,0.9353233084944652
sess-0183-flow-1,sess-0183,172.23.227.124,126.152.212.225,47917,5900,TCP,2025-09-15T15:09:18,2025-09-15T15:31:27,279777,286065,5053,3095,egress,VNC,0.7807116438145478
sess-0183-flow-2,sess-0183,172.23.227.124,126.152.212.225,32795,5902,TCP,2025-09-15T15:09:18,2025-09-15T15:31:27,279777,286065,5843,4811,egress,VNC,0.6691449358966878
sess-0183-flow-3,sess-0183,172.23.227.124,126.152.212.225,61834,5900,TCP,2025-09-15T15:09:18,2025-09-15T15:31:27,279777,286065,6456,3735,egress,VNC,0.8798151487122077
sess-0184-flow-0,sess-0184,172.24.192.42,56.76.232.211,21807,5902,TCP,2025-09-04T04:45:47,2025-09-04T05:20:17,390609,419129,1503,249,egress,VNC,0.921856401660565
sess-0184-flow-1,sess-0184,172.24.192.42,56.76.232.211,9886,5900,TCP,2025-09-04T04:45:47,2025-09-04T05:20:17,390609,419129,1349,928,egress,VNC,0.49598826252761385
sess-0184-flow-2,sess-0184,172.24.192.42,56.76.232.211,52699,5901,TCP,2025-09-04T04:45:47,2025-09-04T05:20:17,390609,419129,9269,3094,egress,VNC,0.48460687167959404
sess-0184-flow-3,sess-0184,172.24.192.42,56.76.232.211,22287,5904,TCP,2025-09-04T04:45:47,2025-09-04T05:20:17,390609,419129,638,4090,egress,VNC,0.5686064188117415
sess-0184-flow-4,sess-0184,172.24.192.42,56.76.232.211,44999,5901,TCP,2025-09-04T04:45:47,2025-09-04T05:20:17,390609,419129,7814,1783,egress,VNC,0.699609833242773
sess-0184-flow-5,sess-0184,172.24.192.42,56.76.232.211,51885,5901,TCP,2025-09-04T04:45:47,2025-09-04T05:20:17,390609,419129,6811,1968,egress,VNC,0.5046440340859368
sess-0185-flow-0,sess-0185,192.168.226.127,158.169.60.20,23433,5903,TCP,2025-09-06T12:07:41,2025-09-06T12:40:56,41539,48664,9792,247,egress,VNC,0.6932537178593025
sess-0185-flow-1,sess-0185,192.168.226.127,158.169.60.20,47602,5901,TCP,2025-09-06T12:07:41,2025-09-06T12:40:56,41539,48664,9640,4833,egress,VNC,0.6655072086891012
sess-0185-flow-2,sess-0185,192.168.226.127,158.169.60.20,37636,5903,TCP,2025-09-06T12:07:41,2025-09-06T12:40:56,41539,48664,8430,1064,egress,VNC,0.32228625854398674
sess-0185-flow-3,sess-0185,192.168.226.127,158.169.60.20,48794,5904,TCP,2025-09-06T12:07:41,2025-09-06T12:40:56,41539,48664,234,3309,egress,VNC,0.4052055313239465
sess-0185-flow-4,sess-0185,192.168.226.127,158.169.60.20,61508,5904,TCP,2025-09-06T12:07:41,2025-09-06T12:40:56,41539,48664,7279,1560,egress,VNC,0.6622915125167144
sess-0185-flow-5,sess-0185,192.168.226.127,158.169.60.20,20204,5903,TCP,2025-09-06T12:07:41,2025-09-06T12:40:56,41539,48664,4612,4352,egress,VNC,0.34811299366633114
sess-0185-flow-6,sess-0185,192.168.226.127,158.169.60.20,44752,5903,TCP,2025-09-06T12:07:41,2025-09-06T12:40:56,41539,48664,3464,1449,egress,VNC,0.8172164409529652
sess-0185-flow-7,sess-0185,192.168.226.127,158.169.60.20,17490,5900,TCP,2025-09-06T12:07:41,2025-09-06T12:40:56,41539,48664,9771,2970,egress,VNC,0.44469839304281417
sess-0186-flow-0,sess-0186,10.122.131.45,115.156.89.223,6784,5902,TCP,2025-09-15T21:30:21,2025-09-15T22:09:43,9266,10813,8896,4383,egress,VNC,0.5783310482929422
sess-0186-flow-1,sess-0186,10.122.131.45,115.156.89.223,63806,5902,TCP,2025-09-15T21:30:21,2025-09-15T22:09:43,9266,10813,1460,2128,egress,VNC,0.8672748146392271
sess-0186-flow-2,sess-0186,10.122.131.45,115.156.89.223,41585,5904,TCP,2025-09-15T21:30:21,2025-09-15T22:09:43,9266,10813,3400,4054,egress,VNC,0.5095744079737449
sess-0186-flow-3,sess-0186,10.122.131.45,115.156.89.223,26059,5900,TCP,2025-09-15T21:30:21,2025-09-15T22:09:43,9266,10813,9269,333,egress,VNC,0.4103839475141908
sess-0186-flow-4,sess-0186,10.122.131.45,115.156.89.223,54288,5902,TCP,2025-09-15T21:30:21,2025-09-15T22:09:43,9266,10813,5618,2511,egress,VNC,0.42518849411994847
sess-0186-flow-5,sess-0186,10.122.131.45,115.156.89.223,62072,5903,TCP,2025-09-15T21:30:21,2025-09-15T22:09:43,9266,10813,2234,2286,egress,VNC,0.4475135198961656
sess-0186-flow-6,sess-0186,10.122.131.45,115.156.89.223,42403,5902,TCP,2025-09-15T21:30:21,2025-09-15T22:09:43,9266,10813,3789,256,egress,VNC,0.6064466215725184
sess-0186-flow-7,sess-0186,10.122.131.45,115.156.89.223,24658,5901,TCP,2025-09-15T21:30:21,2025-09-15T22:09:43,9266,10813,3896,2584,egress,VNC,0.6784024691854089
sess-0186-flow-8,sess-0186,10.122.131.45,115.156.89.223,29810,5900,TCP,2025-09-15T21:30:21,2025-09-15T22:09:43,9266,10813,4406,4277,egress,VNC,0.4208573564134736
sess-0187-flow-0,sess-0187,10.70.98.20,74.27.180.228,2470,5902,TCP,2025-08-23T07:10:25,2025-08-23T07:54:46,22380,23857,3905,3248,egress,VNC,0.500594507276237
sess-0187-flow-1,sess-0187,10.70.98.20,74.27.180.228,16501,5904,TCP,2025-08-23T07:10:25,2025-08-23T07:54:46,22380,23857,6694,3783,egress,VNC,0.6107405772860874
sess-0187-flow-2,sess-0187,10.70.98.20,74.27.180.228,64110,5904,TCP,2025-08-23T07:10:25,2025-08-23T07:54:46,22380,23857,5855,4974,egress,VNC,0.8662912364693836
sess-0187-flow-3,sess-0187,10.70.98.20,74.27.180.228,2361,5902,TCP,2025-08-23T07:10:25,2025-08-23T07:54:46,22380,23857,3074,2492,egress,VNC,0.8161533282598732
sess-0187-flow-4,sess-0187,10.70.98.20,74.27.180.228,25960,5902,TCP,2025-08-23T07:10:25,2025-08-23T07:54:46,22380,23857,5767,4787,egress,VNC,0.49114625346247875
sess-0187-flow-5,sess-0187,10.70.98.20,74.27.180.228,27555,5904,TCP,2025-08-23T07:10:25,2025-08-23T07:54:46,22380,23857,9876,2283,egress,VNC,0.461740511182824
sess-0187-flow-6,sess-0187,10.70.98.20,74.27.180.228,41259,5902,TCP,2025-08-23T07:10:25,2025-08-23T07:54:46,22380,23857,4141,1939,egress,VNC,0.5907064603485309
sess-0187-flow-7,sess-0187,10.70.98.20,74.27.180.228,47307,5901,TCP,2025-08-23T07:10:25,2025-08-23T07:54:46,22380,23857,3818,1106,egress,VNC,0.834470496698912
sess-0188-flow-0,sess-0188,172.17.228.168,210.220.220.184,35422,5904,TCP,2025-09-12T20:14:50,2025-09-12T20:37:15,203234,169501,1091,4640,egress,VNC,0.5906224148631585
sess-0188-flow-1,sess-0188,172.17.228.168,210.220.220.184,29568,5903,TCP,2025-09-12T20:14:50,2025-09-12T20:37:15,203234,169501,5021,2531,egress,VNC,0.7804650491643782
sess-0188-flow-2,sess-0188,172.17.228.168,210.220.220.184,33783,5901,TCP,2025-09-12T20:14:50,2025-09-12T20:37:15,203234,169501,8658,843,egress,VNC,0.7149822153278516
sess-0188-flow-3,sess-0188,172.17.228.168,210.220.220.184,15017,5902,TCP,2025-09-12T20:14:50,2025-09-12T20:37:15,203234,169501,9249,3645,egress,VNC,0.6743603387359138
sess-0189-flow-0,sess-0189,10.18.155.34,198.229.161.111,3280,5902,TCP,2025-09-01T00:34:24,2025-09-01T01:14:32,738819,684217,4203,4882,egress,VNC,0.7401253816580353
sess-0189-flow-1,sess-0189,10.18.155.34,198.229.161.111,37968,5901,TCP,2025-09-01T00:34:24,2025-09-01T01:14:32,738819,684217,5354,287,egress,VNC,0.6708837380106389
sess-0190-flow-0,sess-0190,192.168.171.138,63.156.66.213,63513,5902,TCP,2025-08-29T19:05:09,2025-08-29T19:25:00,139732,144514,6101,4775,egress,VNC,0.9221152085721573
sess-0190-flow-1,sess-0190,192.168.171.138,63.156.66.213,45045,5903,TCP,2025-08-29T19:05:09,2025-08-29T19:25:00,139732,144514,1286,2275,egress,VNC,0.4432402197515672
sess-0190-flow-2,sess-0190,192.168.171.138,63.156.66.213,26397,5903,TCP,2025-08-29T19:05:09,2025-08-29T19:25:00,139732,144514,5273,4212,egress,VNC,0.5097442449982788
sess-0191-flow-0,sess-0191,10.234.246.214,139.234.175.130,11762,5901,TCP,2025-08-27T06:22:17,2025-08-27T06:41:29,78091,85282,1554,1108,egress,VNC,0.42661004440469175
sess-0191-flow-1,sess-0191,10.234.246.214,139.234.175.130,20814,5902,TCP,2025-08-27T06:22:17,2025-08-27T06:41:29,78091,85282,4130,185,egress,VNC,0.46434394029716314
sess-0191-flow-2,sess-0191,10.234.246.214,139.234.175.130,2160,5903,TCP,2025-08-27T06:22:17,2025-08-27T06:41:29,78091,85282,9654,604,egress,VNC,0.3729024080628143
sess-0191-flow-3,sess-0191,10.234.246.214,139.234.175.130,60940,5904,TCP,2025-08-27T06:22:17,2025-08-27T06:41:29,78091,85282,3503,2304,egress,VNC,0.9348228611780038
sess-0191-flow-4,sess-0191,10.234.246.214,139.234.175.130,33726,5901,TCP,2025-08-27T06:22:17,2025-08-27T06:41:29,78091,85282,7307,1096,egress,VNC,0.540636803577877
sess-0191-flow-5,sess-0191,10.234.246.214,139.234.175.130,6980,5901,TCP,2025-08-27T06:22:17,2025-08-27T06:41:29,78091,85282,7469,2664,egress,VNC,0.7292576364045986
sess-0191-flow-6,sess-0191,10.234.246.214,139.234.175.130,26563,5900,TCP,2025-08-27T06:22:17,2025-08-27T06:41:29,78091,85282,5778,931,egress,VNC,0.9244437251247604
sess-0191-flow-7,sess-0191,10.234.246.214,139.234.175.130,30119,5903,TCP,2025-08-27T06:22:17,2025-08-27T06:41:29,78091,85282,3434,2248,egress,VNC,0.7326709100786379
sess-0192-flow-0,sess-0192,192.168.207.156,174.159.152.3,18162,5901,TCP,2025-09-06T02:46:52,2025-09-06T03:26:58,1841138,1807396,8992,2269,egress,VNC,0.9184650988815453
sess-0193-flow-0,sess-0193,10.196.99.220,116.69.155.214,15140,5901,TCP,2025-08-25T09:08:56,2025-08-25T09:32:04,357421,341304,6499,1039,egress,VNC,0.9080888355518619
sess-0194-flow-0,sess-0194,10.60.135.247,21.28.102.118,33145,5901,TCP,2025-09-04T09:48:34,2025-09-04T10:11:17,428408,492140,5358,1670,egress,VNC,0.6760877052917051
sess-0194-flow-1,sess-0194,10.60.135.247,21.28.102.118,56158,5901,TCP,2025-09-04T09:48:34,2025-09-04T10:11:17,428408,492140,2892,622,egress,VNC,0.3667244299695111
sess-0194-flow-2,sess-0194,10.60.135.247,21.28.102.118,38685,5900,TCP,2025-09-04T09:48:34,2025-09-04T10:11:17,428408,492140,4956,3705,egress,VNC,0.5673690305324823
sess-0194-flow-3,sess-0194,10.60.135.247,21.28.102.118,32153,5900,TCP,2025-09-04T09:48:34,2025-09-04T10:11:17,428408,492140,4408,1912,egress,VNC,0.7356724740639602
sess-0194-flow-4,sess-0194,10.60.135.247,21.28.102.118,12494,5904,TCP,2025-09-04T09:48:34,2025-09-04T10:11:17,428408,492140,8214,2263,egress,VNC,0.4473343503854972
sess-0194-flow-5,sess-0194,10.60.135.247,21.28.102.118,11693,5903,TCP,2025-09-04T09:48:34,2025-09-04T10:11:17,428408,492140,2268,3295,egress,VNC,0.8980921516043816
sess-0194-flow-6,sess-0194,10.60.135.247,21.28.102.118,10938,5901,TCP,2025-09-04T09:48:34,2025-09-04T10:11:17,428408,492140,2140,4021,egress,VNC,0.47564896258492295
sess-0194-flow-7,sess-0194,10.60.135.247,21.28.102.118,41952,5901,TCP,2025-09-04T09:48:34,2025-09-04T10:11:17,428408,492140,9391,4068,egress,VNC,0.6296304348104667
sess-0194-flow-8,sess-0194,10.60.135.247,21.28.102.118,60056,5903,TCP,2025-09-04T09:48:34,2025-09-04T10:11:17,428408,492140,4232,894,egress,VNC,0.948421397238248
sess-0195-flow-0,sess-0195,192.168.68.99,30.143.47.108,62053,5903,TCP,2025-09-14T03:29:45,2025-09-14T04:02:55,188952,210377,6239,265,egress,VNC,0.5941352464969446
sess-0195-flow-1,sess-0195,192.168.68.99,30.143.47.108,19748,5902,TCP,2025-09-14T03:29:45,2025-09-14T04:02:55,188952,210377,9799,2140,egress,VNC,0.8399170258944861
sess-0195-flow-2,sess-0195,192.168.68.99,30.143.47.108,41542,5904,TCP,2025-09-14T03:29:45,2025-09-14T04:02:55,188952,210377,5434,2211,egress,VNC,0.44943076886925126
sess-0195-flow-3,sess-0195,192.168.68.99,30.143.47.108,43132,5900,TCP,2025-09-14T03:29:45,2025-09-14T04:02:55,188952,210377,6480,4303,egress,VNC,0.33506823597816643
sess-0195-flow-4,sess-0195,192.168.68.99,30.143.47.108,31224,5900,TCP,2025-09-14T03:29:45,2025-09-14T04:02:55,188952,210377,3445,4011,egress,VNC,0.8533951834359375
sess-0195-flow-5,sess-0195,192.168.68.99,30.143.47.108,53109,5903,TCP,2025-09-14T03:29:45,2025-09-14T04:02:55,188952,210377,2548,877,egress,VNC,0.6041552916607925
sess-0195-flow-6,sess-0195,192.168.68.99,30.143.47.108,61671,5903,TCP,2025-09-14T03:29:45,2025-09-14T04:02:55,188952,210377,6898,894,egress,VNC,0.840369480612331
sess-0196-flow-0,sess-0196,192.168.111.211,178.158.174.122,30333,5900,TCP,2025-09-07T21:19:18,2025-09-07T21:48:27,245264,209178,7835,1679,egress,VNC,0.740547160470781
sess-0197-flow-0,sess-0197,10.103.129.23,137.151.46.118,25727,5900,TCP,2025-09-15T09:23:00,2025-09-15T10:03:38,172457,192076,119,3688,egress,VNC,0.8324173760459082
sess-0197-flow-1,sess-0197,10.103.129.23,137.151.46.118,61499,5902,TCP,2025-09-15T09:23:00,2025-09-15T10:03:38,172457,192076,6957,4884,egress,VNC,0.6509173950423828
sess-0197-flow-2,sess-0197,10.103.129.23,137.151.46.118,42540,5904,TCP,2025-09-15T09:23:00,2025-09-15T10:03:38,172457,192076,3083,3613,egress,VNC,0.9168686231185383
sess-0197-flow-3,sess-0197,10.103.129.23,137.151.46.118,22774,5901,TCP,2025-09-15T09:23:00,2025-09-15T10:03:38,172457,192076,4987,3381,egress,VNC,0.8358930274291752
sess-0198-flow-0,sess-0198,192.168.46.143,222.65.100.233,5012,5904,TCP,2025-09-15T00:15:32,2025-09-15T00:46:51,16386,14318,5379,2519,egress,VNC,0.8523678359248765
sess-0198-flow-1,sess-0198,192.168.46.143,222.65.100.233,37070,5900,TCP,2025-09-15T00:15:32,2025-09-15T00:46:51,16386,14318,5121,4380,egress,VNC,0.3516153587935471
sess-0198-flow-2,sess-0198,192.168.46.143,222.65.100.233,46558,5903,TCP,2025-09-15T00:15:32,2025-09-15T00:46:51,16386,14318,4861,3359,egress,VNC,0.4075820957641618
sess-0198-flow-3,sess-0198,192.168.46.143,222.65.100.233,35179,5901,TCP,2025-09-15T00:15:32,2025-09-15T00:46:51,16386,14318,5712,624,egress,VNC,0.6286094690598756
sess-0198-flow-4,sess-0198,192.168.46.143,222.65.100.233,43002,5904,TCP,2025-09-15T00:15:32,2025-09-15T00:46:51,16386,14318,8691,4740,egress,VNC,0.8023130698772762
sess-0198-flow-5,sess-0198,192.168.46.143,222.65.100.233,25716,5902,TCP,2025-09-15T00:15:32,2025-09-15T00:46:51,16386,14318,8674,2179,egress,VNC,0.42644385752638325
sess-0198-flow-6,sess-0198,192.168.46.143,222.65.100.233,22376,5904,TCP,2025-09-15T00:15:32,2025-09-15T00:46:51,16386,14318,3581,2167,egress,VNC,0.8472306359004371
sess-0198-flow-7,sess-0198,192.168.46.143,222.65.100.233,44555,5900,TCP,2025-09-15T00:15:32,2025-09-15T00:46:51,16386,14318,6860,768,egress,VNC,0.7364849084026508
sess-0199-flow-0,sess-0199,10.157.200.102,188.171.156.161,56238,5902,TCP,2025-09-11T18:18:14,2025-09-11T18:40:53,382243,313240,4980,460,egress,VNC,0.7176601074850688
sess-0199-flow-1,sess-0199,10.157.200.102,188.171.156.161,48282,5902,TCP,2025-09-11T18:18:14,2025-09-11T18:40:53,382243,313240,698,873,egress,VNC,0.3249826921696103
sess-0200-flow-0,sess-0200,172.17.237.157,204.141.89.232,40878,5902,TCP,2025-08-20T21:31:49,2025-08-20T21:51:12,588109,488544,412,3024,egress,VNC,0.7113390534854975
sess-0200-flow-1,sess-0200,172.17.237.157,204.141.89.232,45722,5904,TCP,2025-08-20T21:31:49,2025-08-20T21:51:12,588109,488544,330,3790,egress,VNC,0.5583314174855305
sess-0201-flow-0,sess-0201,172.28.61.69,28.20.115.58,48486,5903,TCP,2025-08-22T06:59:27,2025-08-22T07:40:47,91447,93164,7632,2974,egress,VNC,0.8777500958615927
sess-0201-flow-1,sess-0201,172.28.61.69,28.20.115.58,60638,5901,TCP,2025-08-22T06:59:27,2025-08-22T07:40:47,91447,93164,5484,2368,egress,VNC,0.57685175658275
sess-0201-flow-2,sess-0201,172.28.61.69,28.20.115.58,28985,5901,TCP,2025-08-22T06:59:27,2025-08-22T07:40:47,91447,93164,5606,2344,egress,VNC,0.46670081467405256
sess-0201-flow-3,sess-0201,172.28.61.69,28.20.115.58,46900,5904,TCP,2025-08-22T06:59:27,2025-08-22T07:40:47,91447,93164,8462,4391,egress,VNC,0.5465117789167036
sess-0201-flow-4,sess-0201,172.28.61.69,28.20.115.58,34408,5904,TCP,2025-08-22T06:59:27,2025-08-22T07:40:47,91447,93164,6554,4543,egress,VNC,0.5655170395679323
sess-0201-flow-5,sess-0201,172.28.61.69,28.20.115.58,55063,5902,TCP,2025-08-22T06:59:27,2025-08-22T07:40:47,91447,93164,2004,3199,egress,VNC,0.907056743055733
sess-0201-flow-6,sess-0201,172.28.61.69,28.20.115.58,25050,5902,TCP,2025-08-22T06:59:27,2025-08-22T07:40:47,91447,93164,9123,3474,egress,VNC,0.34037663555898057
sess-0201-flow-7,sess-0201,172.28.61.69,28.20.115.58,30740,5902,TCP,2025-08-22T06:59:27,2025-08-22T07:40:47,91447,93164,2307,4889,egress,VNC,0.7356121520713533
sess-0201-flow-8,sess-0201,172.28.61.69,28.20.115.58,47659,5900,TCP,2025-08-22T06:59:27,2025-08-22T07:40:47,91447,93164,5571,2277,egress,VNC,0.7073396799032913
sess-0202-flow-0,sess-0202,10.201.62.251,11.144.35.157,31346,5904,TCP,2025-09-15T22:20:51,2025-09-15T22:45:30,490216,555437,4480,2758,egress,VNC,0.6407032838616743
sess-0202-flow-1,sess-0202,10.201.62.251,11.144.35.157,1212,5902,TCP,2025-09-15T22:20:51,2025-09-15T22:45:30,490216,555437,4712,1938,egress,VNC,0.5080297903730475
sess-0202-flow-2,sess-0202,10.201.62.251,11.144.35.157,31236,5903,TCP,2025-09-15T22:20:51,2025-09-15T22:45:30,490216,555437,5333,3305,egress,VNC,0.6372511188254644
sess-0202-flow-3,sess-0202,10.201.62.251,11.144.35.157,33825,5904,TCP,2025-09-15T22:20:51,2025-09-15T22:45:30,490216,555437,1529,2239,egress,VNC,0.7905551146674088
sess-0202-flow-4,sess-0202,10.201.62.251,11.144.35.157,23679,5902,TCP,2025-09-15T22:20:51,2025-09-15T22:45:30,490216,555437,1647,512,egress,VNC,0.47598555336828136
sess-0203-flow-0,sess-0203,192.168.117.150,117.137.222.203,34305,5900,TCP,2025-08-21T20:30:20,2025-08-21T20:48:35,7872,8167,5274,3616,egress,VNC,0.8995590238900608
sess-0203-flow-1,sess-0203,192.168.117.150,117.137.222.203,4962,5901,TCP,2025-08-21T20:30:20,2025-08-21T20:48:35,7872,8167,1571,387,egress,VNC,0.4108370978293507
sess-0203-flow-2,sess-0203,192.168.117.150,117.137.222.203,8468,5901,TCP,2025-08-21T20:30:20,2025-08-21T20:48:35,7872,8167,3512,2442,egress,VNC,0.6868126842727218
sess-0203-flow-3,sess-0203,192.168.117.150,117.137.222.203,55154,5904,TCP,2025-08-21T20:30:20,2025-08-21T20:48:35,7872,8167,9995,921,egress,VNC,0.5971997637260372
sess-0203-flow-4,sess-0203,192.168.117.150,117.137.222.203,13768,5903,TCP,2025-08-21T20:30:20,2025-08-21T20:48:35,7872,8167,4561,2671,egress,VNC,0.6132968942648889
sess-0203-flow-5,sess-0203,192.168.117.150,117.137.222.203,57338,5904,TCP,2025-08-21T20:30:20,2025-08-21T20:48:35,7872,8167,8451,4989,egress,VNC,0.5479717565305189
sess-0203-flow-6,sess-0203,192.168.117.150,117.137.222.203,43983,5901,TCP,2025-08-21T20:30:20,2025-08-21T20:48:35,7872,8167,7205,2984,egress,VNC,0.4022000958546715
sess-0203-flow-7,sess-0203,192.168.117.150,117.137.222.203,16192,5900,TCP,2025-08-21T20:30:20,2025-08-21T20:48:35,7872,8167,6923,4378,egress,VNC,0.5157985393272773
sess-0203-flow-8,sess-0203,192.168.117.150,117.137.222.203,54829,5903,TCP,2025-08-21T20:30:20,2025-08-21T20:48:35,7872,8167,6924,1999,egress,VNC,0.5208738645722455
sess-0204-flow-0,sess-0204,192.168.8.2,113.19.159.161,41123,5901,TCP,2025-08-29T21:36:46,2025-08-29T22:15:02,74277,71873,4190,3038,egress,VNC,0.5591642620799304
sess-0204-flow-1,sess-0204,192.168.8.2,113.19.159.161,18519,5902,TCP,2025-08-29T21:36:46,2025-08-29T22:15:02,74277,71873,9573,3635,egress,VNC,0.3960416871480866
sess-0204-flow-2,sess-0204,192.168.8.2,113.19.159.161,12044,5900,TCP,2025-08-29T21:36:46,2025-08-29T22:15:02,74277,71873,6942,391,egress,VNC,0.6918768028530371
sess-0204-flow-3,sess-0204,192.168.8.2,113.19.159.161,38515,5902,TCP,2025-08-29T21:36:46,2025-08-29T22:15:02,74277,71873,3025,1322,egress,VNC,0.6800561079483906
sess-0205-flow-0,sess-0205,10.22.166.50,46.255.106.41,64688,5902,TCP,2025-08-22T09:08:11,2025-08-22T09:25:11,16505,16646,4690,4180,egress,VNC,0.5174291359490295
sess-0205-flow-1,sess-0205,10.22.166.50,46.255.106.41,37510,5901,TCP,2025-08-22T09:08:11,2025-08-22T09:25:11,16505,16646,8301,1787,egress,VNC,0.6259698951567944
sess-0205-flow-2,sess-0205,10.22.166.50,46.255.106.41,27742,5900,TCP,2025-08-22T09:08:11,2025-08-22T09:25:11,16505,16646,4645,2193,egress,VNC,0.4492481617378145
sess-0206-flow-0,sess-0206,192.168.164.46,114.74.203.114,63313,5904,TCP,2025-08-23T11:46:45,2025-08-23T11:58:24,107125,89461,3031,2180,egress,VNC,0.44907140771328585
sess-0206-flow-1,sess-0206,192.168.164.46,114.74.203.114,61544,5901,TCP,2025-08-23T11:46:45,2025-08-23T11:58:24,107125,89461,2896,4745,egress,VNC,0.46411249425388973
sess-0207-flow-0,sess-0207,192.168.89.171,155.87.65.29,12788,5903,TCP,2025-08-31T11:33:02,2025-08-31T11:48:14,18571,21392,8622,4755,egress,VNC,0.8716575702822023
sess-0207-flow-1,sess-0207,192.168.89.171,155.87.65.29,21366,5900,TCP,2025-08-31T11:33:02,2025-08-31T11:48:14,18571,21392,9976,2486,egress,VNC,0.6928494008260153
