session_id,user_id,device_id,src_ip,dst_ip,src_geo,dst_geo,start_ts,end_ts,duration_seconds,total_bytes_in,total_bytes_out,avg_bytes_per_sec_out,num_clipboard_events,total_clipboard_bytes,num_screenshot_events,avg_frame_rate,num_file_transfer_events,total_files_transferred,total_files_size_bytes,processes_spawned_count,auth_method,device_trust_score,is_encrypted,label
sess-0227,whenry,dev-11,192.168.221.27,99.10.99.144,Belize,Sierra Leone,2025-09-03T00:27:58,2025-09-03T01:05:34,2256,1276980,1543410,684.1356382978723,1,813.5948157114428,2,5.367178296875107,1,1,74984.00233730233,2,password,0.4157582477740719,True,normal
sess-0228,jennifermiller,dev-17,10.78.253.97,186.34.58.99,Guyana,Botswana,2025-09-04T02:09:33,2025-09-04T02:45:15,2142,412780,403146,188.21008403361344,1,1170.7008026966048,3,4.294521373965698,0,0,6465.757417544264,2,kerberos,0.6176866733104815,True,normal
sess-0229,hahnsean,dev-34,172.18.203.35,99.151.59.90,Moldova,Moldova,2025-08-25T04:38:46,2025-08-25T04:53:48,902,495346,477817,529.7305986696231,0,2250.074615741819,2,5.643283019946378,0,0,11004.654540075027,2,password,0.9640637258643221,True,normal
sess-0230,fgarcia,dev-39,172.26.97.187,208.101.24.38,French Guiana,Isle of Man,2025-09-14T15:03:14,2025-09-14T15:28:31,1517,61422,56101,36.98154251812788,0,1318.7422713216652,0,7.602679425512774,0,0,67481.45726709836,1,mfa,0.9449129697321151,True,normal
sess-0231,hardyanita,dev-28,10.86.211.146,138.217.29.223,Burundi,Ethiopia,2025-09-08T13:50:11,2025-09-08T14:26:06,2155,238374,271502,125.98700696055684,0,2998.7706833872485,0,5.884039598191279,0,0,2709.292223847981,1,password,0.8951227878808113,True,normal
sess-0232,trevor12,dev-14,172.25.151.146,18.118.35.203,Guyana,El Salvador,2025-09-04T08:51:38,2025-09-04T09:28:35,2217,3984428,3874536,1747.6481732070365,0,776.4277447383898,0,4.8339916032313415,0,1,175452.14356009522,3,kerberos,0.4783042557771688,True,normal
sess-0233,mwheeler,dev-35,172.25.191.194,89.83.4.118,Grenada,Tajikistan,2025-09-01T17:18:55,2025-09-01T17:47:47,1732,1106625,1059839,611.9162817551963,0,588.4744422407738,0,7.260242079023465,0,0,5244.68198529216,0,mfa,0.8956046846999167,False,normal
sess-0234,scott69,dev-49,10.102.214.1,21.175.52.90,Indonesia,Ghana,2025-09-08T04:37:15,2025-09-08T05:09:03,1908,164796,159580,83.63731656184487,1,4339.532490705025,2,3.656439860024121,0,0,119749.5484629651,3,kerberos,0.7671718950515694,True,normal
sess-0235,yfaulkner,dev-47,10.143.131.128,166.73.118.89,Haiti,Brazil,2025-09-03T21:34:44,2025-09-03T21:51:29,1005,163394,136862,136.18109452736317,0,286.0401588905685,0,6.845305665798621,0,0,1061.649495164864,0,password,0.7081963835754381,False,normal
sess-0236,brittanygardner,dev-45,192.168.13.199,201.216.179.126,Western Sahara,Russian Federation,2025-09-17T02:57:02,2025-09-17T03:27:49,1847,173316,147469,79.84244721169463,0,826.8296301803979,3,6.98999017609612,0,0,24487.721217014237,1,mfa,0.7654435274149508,False,normal
sess-0237,ssalinas,dev-13,10.209.123.1,136.232.79.136,North Macedonia,Gabon,2025-08-30T22:16:31,2025-08-30T22:41:35,1504,248033,224978,149.58643617021278,0,1919.0431970745444,1,4.141656261843054,0,0,32152.052691357807,1,password,0.6080917026471637,True,normal
sess-0238,donna66,dev-46,10.245.94.64,154.197.112.70,Mayotte,Argentina,2025-09-01T11:59:32,2025-09-01T12:31:36,1924,198116,183367,95.30509355509355,0,1438.6483879609589,0,6.458600570673444,0,0,22963.085135505065,4,password,0.9017753610528915,True,normal
sess-0239,rodriguezjohn,dev-20,192.168.22.174,1.204.154.178,Sao Tome and Principe,Greenland,2025-09-07T04:53:57,2025-09-07T05:34:59,2462,209793,205703,83.55117790414297,0,4304.245314436337,0,7.132323047460915,0,0,178502.05113559822,2,kerberos,0.8523600807923382,True,normal
sess-0240,smithjonathan,dev-26,192.168.113.43,28.132.43.204,Kyrgyz Republic,Sierra Leone,2025-09-10T15:32:03,2025-09-10T15:59:35,1652,81950,94579,57.25121065375303,0,5759.285367926388,0,7.9406203797731765,0,0,110884.67346008841,3,password,0.900894851217679,True,normal
sess-0241,michaeljohnson,dev-43,10.43.245.41,73.17.52.192,Guernsey,Georgia,2025-09-18T07:46:27,2025-09-18T08:10:36,1449,270558,274098,189.16356107660457,0,1145.3061381612786,0,6.917507512939544,0,1,28355.6844461547,2,kerberos,0.7119344237030842,False,normal
sess-0242,hmueller,dev-42,172.19.31.186,30.122.114.138,Ghana,Bangladesh,2025-09-06T09:43:07,2025-09-06T09:57:27,860,19923,21858,25.41627906976744,1,1775.8103115626482,0,4.395041451738983,0,1,43201.735964095526,0,password,0.9697064994864981,True,normal
sess-0243,patrickdarin,dev-24,172.21.66.99,205.243.136.161,Maldives,China,2025-09-04T07:51:00,2025-09-04T08:21:44,1844,387806,377118,204.5108459869848,1,3408.5589665113234,1,3.807238430164605,1,0,14895.510011091286,4,password,0.9406537779638053,False,normal
sess-0244,marksimmons,dev-29,172.28.246.38,139.237.195.106,Northern Mariana Islands,Palestinian Territory,2025-09-16T13:02:21,2025-09-16T13:28:59,1598,4857436,5452253,3411.9230287859823,0,2431.683753937108,2,4.854868562960846,0,0,24267.30130715167,2,password,0.9691636512034215,True,normal
sess-0245,njohnson,dev-34,10.219.238.89,45.191.56.43,Costa Rica,Fiji,2025-09-10T17:29:25,2025-09-10T18:08:20,2335,410306,453708,194.30749464668094,0,2140.097963654181,1,7.834842573091577,0,1,42106.31682170712,3,password,0.5552571209677081,False,normal
sess-0246,lloydamanda,dev-29,172.30.164.64,95.83.180.155,Marshall Islands,Northern Mariana Islands,2025-08-23T18:54:33,2025-08-23T19:21:40,1627,1122027,945543,581.1573448063922,0,792.8418311957987,1,4.367372576874899,0,0,2527.54654061188,2,password,0.8723978418385904,True,normal
sess-0247,lcarr,dev-8,10.234.108.179,147.9.86.8,Uruguay,Nicaragua,2025-09-04T23:09:34,2025-09-04T23:29:54,1220,4282085,3588331,2941.254918032787,0,2341.783401491026,2,6.384361379137882,0,0,67273.2043582701,2,kerberos,0.7836809428634923,True,normal
sess-0248,powerslawrence,dev-16,10.93.184.2,41.12.4.182,Malawi,Iceland,2025-09-18T09:36:47,2025-09-18T10:03:22,1595,263144,251070,157.41065830721004,0,274.97898614411224,0,4.19375885543012,0,0,60875.10445297679,1,password,0.8941909294751226,True,normal
sess-0249,baileyhenderson,dev-15,172.21.139.35,3.245.100.184,France,Burundi,2025-09-10T01:18:03,2025-09-10T01:39:07,1264,462276,489767,387.4738924050633,1,128.69470596961548,1,5.045912937292442,0,0,72674.18715654293,2,password,0.746078004467356,False,normal
sess-0250,megan90,dev-5,172.31.129.234,88.146.138.148,Monaco,Madagascar,2025-08-29T20:00:10,2025-08-29T20:18:37,1107,729400,710012,641.3839205058717,0,1317.4399820570065,0,5.896567013942304,1,0,36568.19599311364,0,password,0.8926181222799006,True,normal
sess-0251,acohen,dev-22,192.168.250.54,104.126.103.203,South Africa,Senegal,2025-09-13T18:41:56,2025-09-13T19:06:19,1463,294283,344871,235.72863978127137,2,229.9672845611287,3,6.2195397853388235,1,0,30658.00643803283,1,kerberos,0.9336423910503168,True,normal
sess-0252,antonio38,dev-2,172.30.162.96,1.253.153.181,Mexico,Malawi,2025-08-31T10:57:09,2025-08-31T11:21:41,1472,1034901,1195945,812.4626358695652,0,322.0621224137685,2,3.5335590955117713,0,1,49182.288648249974,0,password,0.9057288749094258,True,normal
sess-0253,adamsamy,dev-38,172.17.84.223,190.31.172.206,Mayotte,Cuba,2025-08-26T05:55:03,2025-08-26T06:21:00,1557,580460,511875,328.757225433526,1,2726.9216875874968,0,6.195539234973532,0,1,16364.855807506017,1,kerberos,0.7981525011167453,True,normal
sess-0254,fitzgeralddesiree,dev-36,10.16.128.128,27.39.138.229,Tokelau,Svalbard & Jan Mayen Islands,2025-09-10T09:21:30,2025-09-10T10:02:13,2443,318525,390360,159.78714695047074,0,3585.936731260059,1,3.2755076757941555,0,0,131941.74074456998,2,password,0.8911150445122297,True,normal
sess-0255,hgrimes,dev-15,10.179.133.226,221.179.139.106,Chad,Nicaragua,2025-08-24T23:21:35,2025-08-24T23:29:23,468,1408554,1552541,3317.3952991452993,0,274.060400854078,1,5.988411677617295,1,0,30744.875189969,0,kerberos,0.903299624650765,False,normal
sess-0256,lisatrujillo,dev-38,192.168.143.234,138.198.177.219,Gibraltar,Romania,2025-08-27T12:14:15,2025-08-27T12:29:07,892,529456,603715,676.8105381165919,0,4957.130290975373,2,7.218643963551287,0,0,39535.39425761557,0,kerberos,0.7864932013768886,True,normal
sess-0257,ashley81,dev-15,10.210.188.189,216.223.213.154,Tonga,Palau,2025-09-03T22:57:40,2025-09-03T23:22:41,1501,1127190,1396768,930.5582944703531,0,1741.687637427929,1,4.748071994038611,0,0,1348.4388158165902,4,password,0.738077934871211,True,normal
sess-0258,johndawson,dev-1,10.201.16.18,24.153.84.180,Niue,Israel,2025-08-26T21:51:09,2025-08-26T22:25:19,2050,640121,611203,298.14780487804876,1,3683.3932643752014,0,6.737603183732524,1,0,18855.69619133633,1,password,0.9367744717512223,True,normal
sess-0259,yjones,dev-5,10.142.115.152,151.158.220.178,Korea,Zambia,2025-09-07T23:07:28,2025-09-07T23:43:00,2132,673973,673807,316.04455909943715,1,2126.3456144700494,0,3.7838021432581965,0,0,70289.65323619332,2,mfa,0.8968777151707346,True,normal
sess-0260,brandi17,dev-46,192.168.183.104,168.203.161.106,Cuba,Japan,2025-09-13T10:37:48,2025-09-13T10:54:16,988,413704,357157,361.4949392712551,0,2188.801482176753,1,7.841634800496275,0,1,17947.223716893295,1,password,0.8582857935698763,True,normal
sess-0261,sadams,dev-41,172.20.45.211,1.248.126.53,Solomon Islands,Guam,2025-08-31T00:50:31,2025-08-31T01:11:23,1252,550854,626774,500.61821086261983,0,373.84166291500543,2,6.279103836636964,0,0,57390.83344354256,2,password,0.7294627847565274,True,normal
sess-0262,garciakristen,dev-4,172.21.14.51,16.5.137.132,Japan,Cook Islands,2025-08-23T02:25:05,2025-08-23T03:02:30,2245,197086,233844,104.16213808463252,2,2039.7481217408642,1,4.5518544455406005,0,2,103869.64194788253,2,password,0.7496945579410157,True,normal
sess-0263,erik41,dev-15,192.168.42.51,42.151.246.134,Austria,Indonesia,2025-08-27T03:42:25,2025-08-27T04:11:37,1752,344204,327595,186.9834474885845,0,3546.369518034273,0,6.2614055640922315,0,0,5683.668182306739,0,mfa,0.906987807535127,True,normal
sess-0264,rubendavis,dev-5,10.244.32.2,78.121.233.60,Maldives,Pitcairn Islands,2025-09-04T13:57:40,2025-09-04T14:29:53,1933,557722,478188,247.38127263321263,0,3246.6604198769305,0,7.8871909210200615,1,0,5276.637497063112,2,password,0.8237570228033153,True,normal
sess-0265,smithmatthew,dev-3,10.216.57.136,158.146.164.11,Barbados,Denmark,2025-09-11T08:33:27,2025-09-11T09:11:45,2298,639063,545506,237.38294168842472,0,3791.1803666589003,1,6.6593636864325045,0,0,50709.258925046575,0,password,0.760217978547603,True,normal
sess-0266,crosscurtis,dev-22,172.25.147.127,72.133.119.192,Norway,Philippines,2025-09-08T08:19:33,2025-09-08T08:51:07,1894,778843,674535,356.1430834213305,0,1898.7214853741132,1,3.7215602184374075,0,0,103389.19355516334,1,kerberos,0.9584544500507556,False,normal
sess-0267,morenoalan,dev-5,192.168.179.206,180.216.14.143,Uruguay,Isle of Man,2025-08-27T16:27:11,2025-08-27T16:57:24,1813,374809,339211,187.0992829564258,0,17.728227350638466,0,5.933008687022802,0,0,374.55644958619024,2,kerberos,0.8340815312216849,True,normal
sess-0268,fheath,dev-33,10.63.14.118,152.147.250.146,Guernsey,Japan,2025-09-19T15:47:52,2025-09-19T16:30:28,2556,1279190,1323870,517.9460093896714,0,4131.826533525803,1,5.439500976396509,0,0,22216.210155004064,3,mfa,0.636014910987313,True,normal
sess-0269,johnnewman,dev-16,10.145.225.35,176.219.190.217,Thailand,Tanzania,2025-09-05T00:26:25,2025-09-05T00:52:30,1565,338299,376588,240.63130990415334,1,6230.158854585311,1,5.714702222446639,0,0,5220.610065703521,3,password,0.6972276844078675,True,normal
sess-0270,aprilhicks,dev-18,192.168.27.240,163.212.87.78,Lithuania,Hungary,2025-09-04T09:27:51,2025-09-04T10:01:51,2040,133106,128689,63.082843137254905,0,6915.281710026493,0,6.240151590276071,0,0,74989.13922103935,3,password,0.7734801014035336,True,normal
sess-0271,victorwheeler,dev-43,192.168.6.45,197.68.17.104,Bulgaria,Iceland,2025-08-26T05:22:23,2025-08-26T06:03:41,2478,205959,230449,92.99798224374496,0,4331.96733289804,1,4.692534397127364,0,0,87274.30798369211,1,kerberos,0.6868906749208723,True,normal
sess-0272,rdiaz,dev-32,10.37.95.47,68.82.116.37,American Samoa,Estonia,2025-09-17T08:13:42,2025-09-17T08:39:00,1518,827029,861361,567.431488801054,1,3026.310686228588,3,7.682466656551129,1,0,81768.3617150949,3,password,0.6328291640998152,False,normal
sess-0273,livingstonstacy,dev-14,172.29.75.56,57.190.233.199,Belize,Northern Mariana Islands,2025-08-31T05:22:33,2025-08-31T06:02:19,2386,538805,459376,192.52975691533948,1,27.382143785584,1,5.494839721103965,0,0,34980.44209589067,2,kerberos,0.7700003848704544,False,normal
sess-0274,joshuacollins,dev-35,192.168.79.141,7.32.55.214,Namibia,North Macedonia,2025-09-15T19:09:37,2025-09-15T19:49:11,2374,210787,200610,84.50294860994103,0,3334.303376434294,3,6.767378027232403,0,0,39510.18022246207,0,password,0.8490098519427186,True,normal
sess-0275,holly30,dev-9,10.222.116.162,67.133.150.196,Georgia,Papua New Guinea,2025-08-23T23:02:48,2025-08-23T23:28:43,1555,271935,259170,166.66881028938906,0,3185.642434890447,0,6.196009146949799,0,0,103446.06749735141,0,kerberos,0.8569013129944693,True,normal
sess-0276,smithderrick,dev-47,10.177.131.85,12.37.224.37,Chad,Holy See (Vatican City State),2025-08-29T06:39:34,2025-08-29T06:59:16,1182,296027,295302,249.83248730964468,2,6146.728749556671,1,7.241015642764477,0,0,33697.87326945151,3,password,0.7505909429819219,True,normal
sess-0277,jessica10,dev-37,172.24.180.16,12.53.10.176,Rwanda,Morocco,2025-08-26T21:54:07,2025-08-26T22:17:36,1409,400178,339217,240.75017743080198,0,378.79023940824874,1,3.1757962513559708,0,0,40116.011291850155,3,password,0.5866725692098645,True,normal
sess-0278,xgibson,dev-37,10.85.113.122,48.83.210.101,Sierra Leone,Bosnia and Herzegovina,2025-08-24T11:48:37,2025-08-24T12:16:02,1645,464041,417925,254.05775075987842,0,1698.8369695032432,0,6.709976955630862,0,1,103731.86769794064,2,mfa,0.8060352972224865,True,normal
sess-0279,perezwilliam,dev-31,10.6.74.159,119.140.89.7,Haiti,Hungary,2025-09-17T14:40:24,2025-09-17T14:57:06,1002,889118,873458,871.7145708582834,0,2482.1773897486523,2,6.3602975133086765,0,0,196.30359475714428,4,password,0.6354677107896891,True,normal
sess-0280,sarahmathews,dev-16,192.168.214.183,115.248.226.208,Israel,United States Virgin Islands,2025-08-28T00:52:42,2025-08-28T01:16:09,1407,926428,878164,624.139303482587,1,919.3344040574052,0,7.3796651109310245,0,0,35898.69790481824,4,password,0.7039255617810262,False,normal
sess-0281,margaret95,dev-31,10.26.247.216,104.188.31.158,Zimbabwe,Iran,2025-09-05T06:46:07,2025-09-05T07:25:36,2369,247307,274911,116.04516673701984,0,601.9478353186297,1,7.932847453896633,0,0,2713.617627255768,1,kerberos,0.4191173953977953,True,normal
sess-0282,xcline,dev-27,172.30.157.170,76.215.203.214,French Guiana,Mongolia,2025-08-24T02:19:20,2025-08-24T03:00:42,2482,932307,1054590,424.8952457695407,0,7189.425605186655,0,7.013487026680108,0,0,7287.522306612641,1,kerberos,0.6718744290760983,True,normal
sess-0283,stevenvargas,dev-13,172.22.64.230,183.216.20.80,Canada,Albania,2025-09-04T12:05:50,2025-09-04T12:39:44,2034,239845,289316,142.23992133726648,1,5173.717865477171,1,7.739282836268304,0,0,25730.00471326034,0,password,0.9683035838829143,False,normal
sess-0284,hallmichael,dev-7,192.168.171.135,88.20.227.6,Thailand,Saint Pierre and Miquelon,2025-09-09T15:44:38,2025-09-09T16:03:25,1127,283831,298977,265.2857142857143,0,3280.3536487422216,1,4.833609542968995,0,0,6469.679659593019,5,password,0.6951682990392191,False,normal
sess-0285,harristonya,dev-7,172.17.234.169,194.145.202.90,Rwanda,Fiji,2025-09-04T16:17:35,2025-09-04T16:57:35,2400,534863,487923,203.30125,1,373.6911247343971,2,5.319049123371881,0,0,912.3276329167063,3,kerberos,0.7649448186937394,True,normal
sess-0286,morsephyllis,dev-43,192.168.190.183,18.183.133.71,Mozambique,Bhutan,2025-08-25T06:24:04,2025-08-25T07:06:21,2537,1111043,1181958,465.8880567599527,1,1632.6686920423133,2,4.822832137599322,1,1,71813.63889985875,2,kerberos,0.7335063714695632,True,normal
sess-0287,danafoster,dev-28,192.168.222.182,136.93.134.76,Dominica,French Guiana,2025-09-14T06:52:59,2025-09-14T07:28:00,2101,448656,391075,186.1375535459305,1,178.03023471255207,1,6.914618071287862,0,0,75233.49513208136,2,password,0.8869399362458251,True,normal
sess-0288,sara65,dev-23,172.23.121.190,76.249.62.97,Burkina Faso,Slovakia (Slovak Republic),2025-09-02T10:05:37,2025-09-02T10:47:01,2484,205541,175173,70.52053140096618,1,2136.7380367892865,0,6.090514827808484,0,0,22269.361852603593,0,password,0.8730588917803364,True,normal
sess-0289,moorefrank,dev-28,172.19.221.19,5.169.61.46,Korea,Gambia,2025-09-18T03:15:05,2025-09-18T03:21:02,357,606904,604798,1694.1120448179272,0,2796.5740815734694,0,3.9496737183051,0,0,14215.254459727676,4,password,0.7451253605678354,True,normal
sess-0290,melissa12,dev-27,192.168.20.166,100.41.245.36,Cameroon,Bermuda,2025-09-12T05:51:18,2025-09-12T06:28:38,2240,558028,477638,213.23125,1,1255.152063328628,2,5.328627888337488,0,0,30391.205498475694,2,password,0.9233397055164495,False,normal
sess-0291,randy04,dev-30,172.21.144.83,89.225.143.236,Timor-Leste,Korea,2025-09-01T19:12:47,2025-09-01T19:55:19,2552,1090941,918962,360.0948275862069,1,1546.5143306349835,0,4.233282234223889,0,0,40737.7071540406,2,password,0.7564282492553532,True,normal
sess-0292,codygarcia,dev-47,10.31.147.26,173.199.63.0,Bulgaria,Congo,2025-09-16T17:45:01,2025-09-16T18:25:43,2442,54255,55576,22.758394758394758,1,4384.392338301623,0,7.36680558920719,0,1,18886.731341513114,2,password,0.9376507365029954,True,normal
sess-0293,gina19,dev-4,192.168.38.100,68.32.79.81,Congo,United Kingdom,2025-09-09T04:43:43,2025-09-09T05:09:19,1536,511443,510399,332.291015625,1,122.88514173805757,0,5.180352401096563,0,1,15618.359616075611,6,password,0.8237716949177807,True,normal
sess-0294,christopherboone,dev-44,172.30.192.120,91.184.213.129,Swaziland,Saint Kitts and Nevis,2025-09-11T06:39:07,2025-09-11T06:58:25,1158,1367051,1151176,994.1070811744387,0,134.58243031591613,3,4.6014937124837125,1,0,26019.76538894778,0,password,0.8842260799806577,False,normal
sess-0295,rjohnson,dev-42,172.22.222.244,216.204.166.146,Fiji,Kiribati,2025-09-08T22:13:26,2025-09-08T22:44:43,1877,388141,468645,249.67767714437932,2,3556.7262032176877,4,3.585322064909313,0,0,44884.91722040794,2,password,0.7987995457862566,True,normal
sess-0296,mendezchristina,dev-42,192.168.210.240,223.84.56.172,Bahamas,Benin,2025-08-27T23:11:07,2025-08-27T23:46:18,2111,87662,90905,43.062529606821414,0,6926.3894620447345,0,4.859183922832097,0,0,75813.57835465926,1,password,0.8447164297898906,True,normal
sess-0297,mtaylor,dev-7,192.168.127.144,129.63.250.172,Hong Kong,Slovenia,2025-09-03T07:58:47,2025-09-03T08:29:45,1858,657381,655159,352.6151776103337,0,3822.512756225089,2,4.128322915260275,0,1,3449.2773162232806,1,kerberos,0.8235626777684095,False,normal
sess-0298,fstephens,dev-4,172.26.74.149,43.130.26.112,Anguilla,Ghana,2025-09-07T04:24:47,2025-09-07T05:06:46,2519,1135322,982700,390.11512504962286,0,1912.5806346765992,0,7.024834169408427,1,0,4502.587558132413,2,password,0.38928678797660654,True,normal
sess-0299,anthonycochran,dev-26,172.31.24.9,11.185.100.199,Cayman Islands,Bolivia,2025-09-18T17:42:29,2025-09-18T18:18:59,2190,150475,183244,83.67305936073059,2,800.4796743180541,0,5.884680616724198,0,0,59703.27123366266,2,password,0.8617432792834446,True,normal
sess-0300,josephvelasquez,dev-47,192.168.112.86,152.219.234.36,Guinea,Vietnam,2025-09-01T18:47:29,2025-09-01T19:13:01,1532,1443415,1252222,817.3772845953002,2,2265.298409023131,1,3.2457419517258854,0,1,17952.61993738553,3,password,0.6473508354844546,True,normal
sess-0301,joelstewart,dev-22,192.168.14.113,150.129.245.214,Yemen,Montenegro,2025-08-29T04:24:23,2025-08-29T05:02:05,2262,1424186,1411043,623.8032714412025,0,283.0091778205384,2,7.347705844296091,0,0,1850.87601075609,0,kerberos,0.7881479635004588,True,normal
sess-0302,annalopez,dev-7,172.21.158.41,18.227.99.112,Azerbaijan,Djibouti,2025-09-17T02:39:58,2025-09-17T02:46:40,402,299598,294784,733.2935323383084,1,3377.9352309229357,2,5.0600886947582815,0,0,37187.54160719611,3,password,0.47403359272104034,False,normal
sess-0303,andrewwoods,dev-16,172.22.114.101,165.115.191.193,Saint Barthelemy,Christmas Island,2025-09-18T23:00:18,2025-09-18T23:36:50,2192,281562,242844,110.78649635036497,2,190.38930738421132,1,3.8916575621410816,0,0,14463.633813210225,1,password,0.9544246584530359,False,normal
sess-0304,johnsonbrenda,dev-13,10.186.210.215,203.223.163.165,Romania,Western Sahara,2025-09-05T11:01:31,2025-09-05T11:24:01,1350,225985,205857,152.48666666666668,0,285.95740200841215,0,7.038511845220285,0,0,7061.449172058737,3,password,0.8244632561932397,True,normal
sess-0305,rogersmarcus,dev-13,10.223.173.54,167.203.146.63,Pakistan,Ghana,2025-09-08T22:55:10,2025-09-08T23:21:23,1573,674959,814092,517.5410044500953,1,2314.6906348570237,2,6.309301561075028,0,1,42339.7397516337,2,password,0.6457851685311321,False,normal
sess-0306,jeffrey92,dev-35,172.25.108.175,64.29.116.245,Yemen,Reunion,2025-08-29T04:58:40,2025-08-29T05:36:15,2255,389096,359091,159.24212860310422,2,191.66322756982188,1,4.455982274983121,0,0,87891.44896795797,2,password,0.9475145532001473,True,normal
sess-0307,xrosales,dev-29,192.168.162.237,215.17.146.234,Northern Mariana Islands,Mongolia,2025-09-17T13:25:05,2025-09-17T13:52:52,1667,651271,553092,331.7888422315537,0,556.999829523372,1,3.5662172581990994,0,1,260737.95015917617,1,mfa,0.6706640505493272,True,normal
sess-0308,vtaylor,dev-9,10.163.151.243,105.107.107.246,Swaziland,Russian Federation,2025-08-25T19:18:51,2025-08-25T19:31:22,751,685721,571586,761.0998668442077,0,674.0711448144592,0,3.820317941326676,0,1,184618.61677175135,2,password,0.9469254430267875,True,normal
sess-0309,nsmith,dev-28,10.179.114.68,120.221.65.62,Saint Helena,Afghanistan,2025-09-06T01:11:37,2025-09-06T01:45:53,2056,380503,318223,154.77772373540856,0,898.1066360724595,1,4.579679111928184,0,2,95049.77334592756,3,password,0.9313929176416329,True,normal
sess-0310,akim,dev-12,10.252.117.62,219.61.73.38,Mayotte,Honduras,2025-08-23T02:06:47,2025-08-23T02:33:51,1624,344390,349373,215.13115763546799,0,3292.975939774917,1,4.66852103787815,0,1,645.2278144436408,2,password,0.7480660753511666,True,normal
sess-0311,kkramer,dev-18,192.168.115.127,105.45.233.229,South Georgia and the South Sandwich Islands,Tanzania,2025-08-25T16:11:24,2025-08-25T16:48:47,2243,714720,813202,362.5510477039679,0,2308.708243264237,2,5.557628204047465,2,0,48263.72949618066,3,password,0.929607281017608,True,normal
sess-0312,andrew41,dev-30,10.192.60.4,105.51.53.188,Mexico,Western Sahara,2025-08-22T08:56:45,2025-08-22T09:04:58,493,396078,490342,994.6085192697768,0,2024.961032936079,0,7.547933475268887,0,0,119847.85950641349,1,password,0.9357341235848757,False,normal
sess-0313,brooke97,dev-16,192.168.84.122,155.201.240.110,Cayman Islands,Austria,2025-08-25T06:29:31,2025-08-25T06:55:32,1561,197865,188803,120.95003203074953,0,3967.841479846159,1,3.955528113455725,0,0,72885.95095576512,1,password,0.9170774349687542,True,normal
sess-0314,jamie36,dev-5,192.168.135.208,147.8.156.188,Dominica,Bhutan,2025-08-25T15:59:28,2025-08-25T16:25:30,1562,432083,372970,238.77720870678618,1,790.0161618661753,1,3.997858079479694,0,0,15225.157203151086,0,password,0.6328498308494257,False,normal
sess-0315,farmstrong,dev-29,10.1.244.29,25.108.242.244,Swaziland,Panama,2025-08-23T03:50:48,2025-08-23T04:32:38,2510,222154,242329,96.54541832669322,0,976.9228193417877,2,7.672053972856074,0,0,41722.705377173326,1,password,0.6488335597605341,True,normal
sess-0316,bgonzalez,dev-36,10.149.104.79,193.242.119.218,Tanzania,Brazil,2025-09-18T21:19:08,2025-09-18T22:03:07,2639,185052,156951,59.47366426676771,0,781.5986300469656,2,7.059838711954009,1,0,41772.74926386391,1,password,0.9921169323525457,False,normal
sess-0317,qruiz,dev-7,172.28.102.159,99.13.51.34,Heard Island and McDonald Islands,Colombia,2025-09-04T17:16:29,2025-09-04T17:33:34,1025,880465,822158,802.1053658536586,2,1045.2138351160384,2,3.6323212270178558,1,0,31820.993699559578,1,password,0.9587111904405027,False,normal
sess-0318,bakersteven,dev-4,10.31.143.50,105.140.24.13,Belize,Paraguay,2025-09-11T09:22:59,2025-09-11T10:08:58,2759,612777,521989,189.19499818774918,2,1149.236808353966,1,3.1553406512222817,1,0,4353.062753608371,4,kerberos,0.6584047349215303,True,normal
sess-0319,larellano,dev-42,10.198.50.197,166.178.183.139,Mauritania,Poland,2025-09-06T10:33:47,2025-09-06T10:59:36,1549,654148,817587,527.8160103292447,0,478.18059293845823,0,7.029529212667207,0,0,35085.53321660842,2,password,0.4252679708046066,True,normal
sess-0320,thomasmiller,dev-35,192.168.75.126,92.189.17.42,China,Yemen,2025-09-12T19:13:39,2025-09-12T19:45:45,1926,307512,376841,195.65991692627207,1,338.21450156964613,1,5.928891354655239,0,0,90430.61891795907,1,password,0.9383796009782414,True,normal
sess-0321,lindseymartinez,dev-1,172.29.238.189,102.151.109.101,Syrian Arab Republic,Nepal,2025-08-28T20:46:41,2025-08-28T21:29:57,2596,406445,372268,143.4006163328197,0,470.32031625004277,2,7.649352411469395,0,0,6377.283627944627,5,kerberos,0.8240238878566303,True,normal
sess-0322,renee11,dev-6,172.26.111.161,222.169.57.63,United States Virgin Islands,Tunisia,2025-09-02T06:28:35,2025-09-02T06:48:36,1201,296689,313619,261.1315570358035,0,1998.7815539849357,0,5.518458806187223,0,0,50723.38503562277,3,password,0.6424786520201142,True,normal
sess-0323,jrodriguez,dev-49,10.51.77.240,211.59.80.76,Solomon Islands,France,2025-08-21T08:25:19,2025-08-21T09:10:43,2724,196244,208175,76.42254038179148,0,3697.214875678937,0,4.183165657350044,1,0,159738.65220358124,2,password,0.861950181285508,False,normal
sess-0324,natalie46,dev-16,192.168.242.51,81.160.98.162,Iraq,Cambodia,2025-09-15T18:04:31,2025-09-15T18:44:13,2382,124974,124125,52.1095717884131,2,2415.650750432515,2,5.670180566023284,1,0,3653.3083946197066,1,mfa,0.5350024638406392,True,normal
